1716852910,17788902,text,medium-cpu
1716852910,11765209,text,medium-cpu
1716852910,13663739,text,large-cpu
1716852910,11431601,text,medium-cpu
1716852910,11393489,text,medium-cpu
1716852910,11331269,text,large-cpu
1716852910,11346209,text,medium-cpu
1716852911,11489429,text,medium-cpu
1716852911,11361179,text,large-cpu
1716852911,10913617,text,medium-cpu
1716852911,11171548,text,medium-cpu
1716852911,11589297,text,large-cpu
1716852911,11162053,text,medium-cpu
1716852911,11368486,text,medium-cpu
1716852911,11495131,text,large-cpu
1716852911,11495770,text,medium-cpu
1716852911,11203880,text,medium-cpu
1716852912,1001126832,image,large-cpu
1716852913,501911923,audio,medium-cpu
1716852913,501635725,audio,medium-cpu
1716852914,501711260,audio,large-cpu
1716852914,10974318,text,medium-cpu
1716852914,11276156,text,medium-cpu
1716852914,11526328,text,large-cpu
1716852914,11160885,text,medium-cpu
1716852914,11337891,text,medium-cpu
1716852915,11302152,text,large-cpu
1716852915,11058702,text,medium-cpu
1716852915,10878674,text,medium-cpu
1716852915,11226455,text,large-cpu
1716852915,11544882,text,medium-cpu
1716852915,11602250,text,medium-cpu
1716852915,11206340,text,large-cpu
1716852915,11217223,text,medium-cpu
1716852915,11325384,text,medium-cpu
1716852915,11077004,text,large-cpu
1716852916,11375051,text,medium-cpu
1716852916,10828537,text,medium-cpu
1716852916,10893449,text,large-cpu
1716852916,11427229,text,medium-cpu
1716852916,11714333,text,medium-cpu
1716852916,11514142,text,large-cpu
1716852916,11356665,text,medium-cpu
1716852916,11644101,text,medium-cpu
1716852916,11461999,text,large-cpu
1716852916,11879196,text,medium-cpu
1716852917,11454366,text,medium-cpu
1716852917,11568264,text,large-cpu
1716852917,11040529,text,medium-cpu
1716852917,11319151,text,medium-cpu
1716852917,11270440,text,large-cpu
1716852917,10871578,text,medium-cpu
1716852917,11329296,text,medium-cpu
1716852917,11347570,text,large-cpu
1716852917,11476243,text,medium-cpu
1716852917,11571225,text,medium-cpu
1716852918,11740361,text,large-cpu
1716852918,11140089,text,medium-cpu
1716852918,11140544,text,medium-cpu
1716852918,11542882,text,large-cpu
1716852918,11675751,text,medium-cpu
1716852918,12893129,text,medium-cpu
1716852918,11131354,text,large-cpu
1716852918,11661748,text,medium-cpu
1716852918,11612556,text,medium-cpu
1716852918,11151334,text,large-cpu
1716852919,11430332,text,medium-cpu
1716852919,11402623,text,medium-cpu
1716852919,10959290,text,large-cpu
1716852919,11280253,text,medium-cpu
1716852919,11059845,text,medium-cpu
1716852919,10698623,text,large-cpu
1716852919,10844503,text,medium-cpu
1716852919,11412742,text,medium-cpu
1716852919,11632539,text,large-cpu
1716852919,1001562540,image,medium-cpu
1716852920,1001090849,image,medium-cpu
1716852921,1001232191,image,large-cpu
1716852922,1001122258,image,medium-cpu
1716852923,1001112406,image,medium-cpu
1716852924,1001277470,image,large-cpu
1716852925,1002108227,image,medium-cpu
1716852926,1001736004,image,medium-cpu
1716852927,1001605445,image,large-cpu
1716852928,1001321190,image,medium-cpu
1716852929,11154591,text,medium-cpu
1716852930,11779411,text,large-cpu
1716852930,11484764,text,medium-cpu
1716852930,11311199,text,medium-cpu
1716852930,11352615,text,large-cpu
1716852930,11011098,text,medium-cpu
1716852930,1001493892,image,medium-cpu
1716852931,11150238,text,large-cpu
1716852931,11369108,text,medium-cpu
1716852931,11452681,text,medium-cpu
1716852931,11580514,text,large-cpu
1716852931,11443568,text,medium-cpu
1716852931,11514129,text,medium-cpu
1716852931,10600228,text,large-cpu
1716852932,11199106,text,medium-cpu
1716852932,11451259,text,medium-cpu
1716852932,11124505,text,large-cpu
1716852932,10976710,text,medium-cpu
1716852932,11357142,text,medium-cpu
1716852932,10742490,text,large-cpu
1716852932,11649856,text,medium-cpu
1716852932,11270647,text,medium-cpu
1716852932,11269540,text,large-cpu
1716852932,10776830,text,medium-cpu
1716852932,11303249,text,medium-cpu
1716852932,11219328,text,large-cpu
1716852932,10983711,text,medium-cpu
1716852932,11326200,text,medium-cpu
1716852932,1001824026,image,large-cpu
1716852933,501166578,audio,medium-cpu
1716852934,501592606,audio,medium-cpu
1716852934,501799477,audio,large-cpu
1716852935,11181408,text,medium-cpu
1716852935,11607929,text,medium-cpu
1716852935,11283985,text,large-cpu
1716852935,10667572,text,medium-cpu
1716852935,11369011,text,medium-cpu
1716852935,11107662,text,large-cpu
1716852935,11735035,text,medium-cpu
1716852935,11273980,text,medium-cpu
1716852935,11141871,text,large-cpu
1716852935,11171342,text,medium-cpu
1716852935,11620466,text,medium-cpu
1716852935,11356500,text,large-cpu
1716852935,10734469,text,medium-cpu
1716852935,11177450,text,medium-cpu
1716852935,11367315,text,large-cpu
1716852935,11173936,text,medium-cpu
1716852936,11455350,text,medium-cpu
1716852936,11332145,text,large-cpu
1716852936,11245304,text,medium-cpu
1716852936,11312562,text,medium-cpu
1716852936,11509934,text,large-cpu
1716852936,11337067,text,medium-cpu
1716852936,11361024,text,medium-cpu
1716852936,11355970,text,large-cpu
1716852936,11292554,text,medium-cpu
1716852936,11364373,text,medium-cpu
1716852936,11257245,text,large-cpu
1716852936,11179210,text,medium-cpu
1716852936,11270921,text,medium-cpu
1716852936,12002835,text,large-cpu
1716852936,11549871,text,medium-cpu
1716852936,10968997,text,medium-cpu
1716852936,11356252,text,large-cpu
1716852936,11656231,text,medium-cpu
1716852936,11433841,text,medium-cpu
1716852936,11582070,text,large-cpu
1716852937,11389222,text,medium-cpu
1716852937,11361081,text,medium-cpu
1716852937,11369122,text,large-cpu
1716852937,11440385,text,medium-cpu
1716852937,11675540,text,medium-cpu
1716852937,11577176,text,large-cpu
1716852937,11422735,text,medium-cpu
1716852937,11318922,text,medium-cpu
1716852937,11381204,text,large-cpu
1716852937,11569679,text,medium-cpu
1716852937,11416656,text,medium-cpu
1716852937,11585944,text,large-cpu
1716852937,11658370,text,medium-cpu
1716852937,11030262,text,medium-cpu
1716852937,11506363,text,large-cpu
1716852937,10984130,text,medium-cpu
1716852937,11423802,text,medium-cpu
1716852937,11110495,text,large-cpu
1716852937,1001313153,image,medium-cpu
1716852938,1001202143,image,medium-cpu
1716852939,1001219497,image,large-cpu
1716852940,1001285580,image,medium-cpu
1716852941,1001385246,image,medium-cpu
1716852942,1002148368,image,large-cpu
1716852943,1001179248,image,medium-cpu
1716852944,1002109719,image,medium-cpu
1716852945,1001720698,image,large-cpu
1716852946,1001385052,image,medium-cpu
1716852947,10797580,text,medium-cpu
1716852947,11097531,text,large-cpu
1716852948,11361714,text,medium-cpu
1716852948,11521594,text,medium-cpu
1716852948,11128105,text,large-cpu
1716852948,11364433,text,medium-cpu
1716852948,1002216741,image,medium-cpu
1716852949,11168523,text,large-cpu
1716852949,11360615,text,medium-cpu
1716852949,11371598,text,medium-cpu
1716852949,11258684,text,large-cpu
