,timestamp,elapsed,message_type,instance_id,instance_type,processor_a_cpu,processor_b_cpu,processor_c_cpu,processor_a_mem,processor_b_mem,processor_c_mem
1672,1717037336,12523295,text,c,medium-gpu,,,,,,
1673,1717037336,3820554,text,a,large-cpu,,,,,,
1674,1717037336,3739322,text,b,medium-cpu,,,,,,
1675,1717037336,15439286,text,c,medium-gpu,,,,,,
1676,1717037336,8191203,text,a,large-cpu,,,,,,
1677,1717037336,3473980,text,b,medium-cpu,,,,,,
1678,1717037336,2937223,text,c,medium-gpu,,,,,,
1679,1717037336,24784568,text,a,large-cpu,,,,,,
1680,1717037336,7918836,text,b,medium-cpu,,,,,,
1681,1717037336,18915355,text,c,medium-gpu,,,,,,
1682,1717037337,11454893,text,a,large-cpu,,,,,,
1683,1717037337,1742104,text,b,medium-cpu,,,,,,
1684,1717037337,6345124,text,c,medium-gpu,,,,,,
1685,1717037337,22265281,audio,a,large-cpu,,,,,,
1686,1717037337,7459695,text,b,medium-cpu,,,,,,
1687,1717037337,7274700,text,c,medium-gpu,,,,,,
1688,1717037337,21518707,audio,a,large-cpu,,,,,,
1689,1717037337,14825380,text,b,medium-cpu,,,,,,
1690,1717037337,13811566,text,c,medium-gpu,,,,,,
1691,1717037337,5032365,text,a,large-cpu,,,,,,
1692,1717037337,13312990,text,b,medium-cpu,,,,,,
